ID,Specialty,Subcategory,Topic,Subtopic,Search_Term_1,Search_Term_2,Search_Term_3,Search_Term_4,Image_Types,AMC_Relevance,Priority,Folder_Path
516,Endocrinology,Adrenal Disorders,Cushing Syndrome,Adrenal Cushing,adrenal Cushing CT,adrenocortical adenoma Cushing,Cushing syndrome adrenal mass,cortisol producing adenoma,"CT, MRI",4,HIGH,endocrinology/adrenal_disorders/cushing_syndrome/adrenal_cushing
517,Endocrinology,Adrenal Disorders,Adrenal Carcinoma,Adrenocortical Carcinoma,adrenocortical carcinoma CT,adrenal cancer,adrenal cortical carcinoma MRI,malignant adrenal mass,"CT, MRI",4,HIGH,endocrinology/adrenal_disorders/adrenal_carcinoma/adrenocortical_carcinoma
518,Endocrinology,Adrenal Disorders,Adrenal Haemorrhage,Adrenal Haemorrhage Imaging,adrenal haemorrhage CT,adrenal bleeding,bilateral adrenal haemorrhage,Waterhouse-Friderichsen syndrome,CT,4,HIGH,endocrinology/adrenal_disorders/adrenal_haemorrhage/adrenal_haemorrhage_imaging
519,Endocrinology,Adrenal Disorders,Addison Disease,Adrenal Atrophy,Addison disease adrenal CT,adrenal atrophy,small adrenals Addison,adrenal insufficiency imaging,CT,3,HIGH,endocrinology/adrenal_disorders/addison_disease/adrenal_atrophy
520,Endocrinology,Parathyroid Disorders,Hyperparathyroidism,Parathyroid Adenoma,parathyroid adenoma ultrasound,parathyroid adenoma nuclear,sestamibi scan parathyroid,parathyroid adenoma CT,"ultrasound, nuclear_medicine, CT",4,HIGH,endocrinology/parathyroid_disorders/hyperparathyroidism/parathyroid_adenoma
521,Endocrinology,Parathyroid Disorders,Hyperparathyroidism,Brown Tumour,brown tumour X-ray,osteitis fibrosa cystica,hyperparathyroidism bone lesion,brown tumour hyperparathyroid,"X-ray, CT",3,HIGH,endocrinology/parathyroid_disorders/hyperparathyroidism/brown_tumour
522,Endocrinology,Parathyroid Disorders,Hypoparathyroidism,Basal Ganglia Calcification,basal ganglia calcification CT,hypoparathyroidism brain CT,Fahr syndrome,bilateral basal ganglia calcification,CT,3,HIGH,endocrinology/parathyroid_disorders/hypoparathyroidism/basal_ganglia_calcification
523,Endocrinology,Metabolic Bone Disease,Osteoporosis,Vertebral Compression Fracture,vertebral compression fracture,osteoporotic fracture spine,wedge compression fracture,vertebral fracture X-ray,"X-ray, CT, MRI",5,HIGH,endocrinology/metabolic_bone_disease/osteoporosis/vertebral_compression_fracture
524,Endocrinology,Metabolic Bone Disease,Osteoporosis,Hip Fracture Osteoporosis,hip fracture osteoporosis,femoral neck fracture,intertrochanteric fracture,hip fracture X-ray elderly,X-ray,5,HIGH,endocrinology/metabolic_bone_disease/osteoporosis/hip_fracture_osteoporosis
525,Endocrinology,Metabolic Bone Disease,Osteoporosis,Dexa Scan,DEXA scan osteoporosis,bone density scan,dual energy X-ray absorptiometry,osteoporosis DEXA,DEXA,5,HIGH,endocrinology/metabolic_bone_disease/osteoporosis/dexa_scan
526,Endocrinology,Metabolic Bone Disease,Osteomalacia,Osteomalacia Looser Zones,Looser zones osteomalacia,pseudofractures osteomalacia,osteomalacia X-ray,vitamin D deficiency bone,X-ray,4,HIGH,endocrinology/metabolic_bone_disease/osteomalacia/osteomalacia_looser_zones
527,Endocrinology,Metabolic Bone Disease,Pagets Disease,Pagets Skull,Paget disease skull X-ray,osteoporosis circumscripta,Paget disease skull thickening,Paget cranium,"X-ray, CT",4,HIGH,endocrinology/metabolic_bone_disease/pagets_disease/pagets_skull
528,Endocrinology,Metabolic Bone Disease,Pagets Disease,Pagets Pelvis,Paget disease pelvis X-ray,Paget disease bone thickening,Paget disease pelvic,mixed lytic sclerotic Paget,X-ray,5,HIGH,endocrinology/metabolic_bone_disease/pagets_disease/pagets_pelvis
529,Endocrinology,Metabolic Bone Disease,Pagets Disease,Pagets Tibia,Paget disease tibia,sabre shin deformity,bowed tibia Paget,Paget disease long bone,X-ray,4,HIGH,endocrinology/metabolic_bone_disease/pagets_disease/pagets_tibia
530,Endocrinology,Metabolic Bone Disease,Rickets,Rickets Wrist,rickets wrist X-ray,rachitic changes wrist,metaphyseal fraying rickets,vitamin D deficiency rickets,X-ray,4,HIGH,endocrinology/metabolic_bone_disease/rickets/rickets_wrist
531,Endocrinology,Metabolic Bone Disease,Rickets,Rickets Rosary,rachitic rosary clinical photo,rickets chest wall,beading costochondral junction,rachitic rosary X-ray,"clinical_photo, X-ray",3,HIGH,endocrinology/metabolic_bone_disease/rickets/rickets_rosary
532,Endocrinology,Metabolic Bone Disease,Renal Osteodystrophy,Renal Bone Disease,renal osteodystrophy X-ray,renal bone disease,rugger jersey spine,secondary hyperparathyroidism bone,X-ray,4,HIGH,endocrinology/metabolic_bone_disease/renal_osteodystrophy/renal_bone_disease
533,Endocrinology,Metabolic Bone Disease,Osteogenesis Imperfecta,Oi Fractures,osteogenesis imperfecta X-ray,brittle bone disease,OI multiple fractures,osteogenesis imperfecta blue sclera,"X-ray, clinical_photo",3,HIGH,endocrinology/metabolic_bone_disease/osteogenesis_imperfecta/oi_fractures
534,Endocrinology,Metabolic Bone Disease,Osteopetrosis,Marble Bone Disease,osteopetrosis X-ray,marble bone disease,dense bones osteopetrosis,osteopetrosis skull,X-ray,2,HIGH,endocrinology/metabolic_bone_disease/osteopetrosis/marble_bone_disease
535,Endocrinology,Metabolic Bone Disease,Scurvy,Scurvy Bone Changes,scurvy X-ray,vitamin C deficiency bone,scurvy metaphyseal changes,scorbutic rosary,"X-ray, clinical_photo",3,HIGH,endocrinology/metabolic_bone_disease/scurvy/scurvy_bone_changes
536,Endocrinology,Obesity Complications,Obesity Imaging,Central Obesity,central obesity clinical photo,visceral obesity CT,abdominal obesity imaging,central adiposity,"clinical_photo, CT",4,HIGH,endocrinology/obesity_complications/obesity_imaging/central_obesity
537,Endocrinology,Obesity Complications,Obesity Imaging,Bariatric Imaging,gastric bypass imaging,bariatric surgery X-ray,sleeve gastrectomy imaging,bariatric surgery complications,"X-ray, CT",3,HIGH,endocrinology/obesity_complications/obesity_imaging/bariatric_imaging
538,Endocrinology,Lipid Disorders,Xanthomas,Tendon Xanthomas,tendon xanthomas clinical photo,Achilles xanthoma,familial hypercholesterolaemia xanthomas,xanthomas hands,clinical_photo,4,HIGH,endocrinology/lipid_disorders/xanthomas/tendon_xanthomas
539,Endocrinology,Lipid Disorders,Xanthomas,Xanthelasma,xanthelasma clinical photo,eyelid xanthomas,xanthelasma palpebrarum,periorbital xanthomas,clinical_photo,4,HIGH,endocrinology/lipid_disorders/xanthomas/xanthelasma
540,Endocrinology,Lipid Disorders,Xanthomas,Eruptive Xanthomas,eruptive xanthomas clinical photo,hypertriglyceridaemia xanthomas,eruptive xanthomas skin,xanthoma eruptivum,clinical_photo,3,HIGH,endocrinology/lipid_disorders/xanthomas/eruptive_xanthomas
541,Endocrinology,Lipid Disorders,Corneal Arcus,Arcus Senilis,arcus senilis clinical photo,corneal arcus,arcus cornealis,lipid keratopathy,clinical_photo,3,HIGH,endocrinology/lipid_disorders/corneal_arcus/arcus_senilis
542,Endocrinology,Genetic Syndromes,Multiple Endocrine Neoplasia,Men 1 Imaging,MEN 1 syndrome imaging,multiple endocrine neoplasia type 1,MEN 1 pancreatic tumour,MEN 1 pituitary adenoma,"MRI, CT",3,HIGH,endocrinology/genetic_syndromes/multiple_endocrine_neoplasia/men_1_imaging
543,Endocrinology,Genetic Syndromes,Multiple Endocrine Neoplasia,Men 2 Imaging,MEN 2 syndrome,multiple endocrine neoplasia type 2,MEN 2 medullary thyroid,MEN 2 phaeochromocytoma,"CT, nuclear_medicine",3,HIGH,endocrinology/genetic_syndromes/multiple_endocrine_neoplasia/men_2_imaging
544,Endocrinology,Genetic Syndromes,Von Hippel Lindau,Vhl Adrenal,von Hippel-Lindau phaeochromocytoma,VHL syndrome adrenal,VHL imaging,von Hippel-Lindau CT,"CT, MRI",2,HIGH,endocrinology/genetic_syndromes/von_hippel_lindau/vhl_adrenal
545,Endocrinology,Calcium Disorders,Hypercalcaemia Complications,Nephrocalcinosis,nephrocalcinosis ultrasound,renal calcification hypercalcaemia,nephrocalcinosis CT,medullary nephrocalcinosis,"ultrasound, CT",4,HIGH,endocrinology/calcium_disorders/hypercalcaemia_complications/nephrocalcinosis
546,Endocrinology,Calcium Disorders,Hypercalcaemia Complications,Band Keratopathy,band keratopathy clinical photo,corneal calcium deposition,hypercalcaemia eye,band keratopathy slit lamp,clinical_photo,3,HIGH,endocrinology/calcium_disorders/hypercalcaemia_complications/band_keratopathy
547,Endocrinology,Calcium Disorders,Chondrocalcinosis,Pseudogout Knee,chondrocalcinosis knee X-ray,pseudogout calcium pyrophosphate,CPPD knee,chondrocalcinosis imaging,X-ray,4,HIGH,endocrinology/calcium_disorders/chondrocalcinosis/pseudogout_knee
548,Endocrinology,Calcium Disorders,Chondrocalcinosis,Chondrocalcinosis Wrist,chondrocalcinosis wrist,CPPD wrist X-ray,triangular fibrocartilage calcification,wrist pseudogout,X-ray,3,HIGH,endocrinology/calcium_disorders/chondrocalcinosis/chondrocalcinosis_wrist
549,Obstetrics Gynaecology,Pregnancy Complications,Early Pregnancy Complications,Ectopic Pregnancy,ectopic pregnancy ultrasound,tubal pregnancy scan,ectopic gestation imaging,adnexal mass pregnancy,ultrasound,5,HIGH,obstetrics_gynaecology/pregnancy_complications/early_pregnancy_complications/ectopic_pregnancy
550,Obstetrics Gynaecology,Pregnancy Complications,Early Pregnancy Complications,Miscarriage,miscarriage ultrasound,incomplete abortion scan,missed miscarriage ultrasound,early pregnancy loss imaging,ultrasound,5,HIGH,obstetrics_gynaecology/pregnancy_complications/early_pregnancy_complications/miscarriage
551,Obstetrics Gynaecology,Pregnancy Complications,Early Pregnancy Complications,Molar Pregnancy,molar pregnancy ultrasound,hydatidiform mole,gestational trophoblastic disease,snowstorm appearance ultrasound,ultrasound,4,HIGH,obstetrics_gynaecology/pregnancy_complications/early_pregnancy_complications/molar_pregnancy
552,Obstetrics Gynaecology,Pregnancy Complications,Placental Abnormalities,Placenta Praevia,placenta praevia ultrasound,low-lying placenta,placental position ultrasound,placenta covering os,ultrasound,5,HIGH,obstetrics_gynaecology/pregnancy_complications/placental_abnormalities/placenta_praevia
553,Obstetrics Gynaecology,Pregnancy Complications,Placental Abnormalities,Placental Abruption,placental abruption ultrasound,retroplacental haematoma,abruptio placentae imaging,placental separation scan,ultrasound,5,HIGH,obstetrics_gynaecology/pregnancy_complications/placental_abnormalities/placental_abruption
554,Obstetrics Gynaecology,Pregnancy Complications,Placental Abnormalities,Placenta Accreta,placenta accreta ultrasound,placenta accreta MRI,abnormal placental attachment,placenta percreta imaging,"ultrasound, MRI",4,HIGH,obstetrics_gynaecology/pregnancy_complications/placental_abnormalities/placenta_accreta
555,Obstetrics Gynaecology,Pregnancy Complications,Foetal Abnormalities,Neural Tube Defects,spina bifida ultrasound,anencephaly foetal scan,neural tube defect imaging,myelomeningocele ultrasound,ultrasound,5,HIGH,obstetrics_gynaecology/pregnancy_complications/foetal_abnormalities/neural_tube_defects
556,Obstetrics Gynaecology,Pregnancy Complications,Foetal Abnormalities,Cardiac Abnormalities,foetal cardiac anomaly ultrasound,congenital heart disease ultrasound,foetal echocardiography,foetal heart defect scan,ultrasound,4,HIGH,obstetrics_gynaecology/pregnancy_complications/foetal_abnormalities/cardiac_abnormalities
557,Obstetrics Gynaecology,Pregnancy Complications,Foetal Abnormalities,Abdominal Wall Defects,gastroschisis ultrasound,exomphalos foetal scan,omphalocele ultrasound,abdominal wall defect foetus,ultrasound,4,HIGH,obstetrics_gynaecology/pregnancy_complications/foetal_abnormalities/abdominal_wall_defects
558,Obstetrics Gynaecology,Pregnancy Complications,Foetal Abnormalities,Renal Abnormalities,foetal hydronephrosis ultrasound,multicystic dysplastic kidney foetus,foetal renal agenesis,foetal urinary tract obstruction,ultrasound,4,HIGH,obstetrics_gynaecology/pregnancy_complications/foetal_abnormalities/renal_abnormalities
559,Obstetrics Gynaecology,Pregnancy Complications,Foetal Abnormalities,Chromosomal Markers,nuchal translucency ultrasound,increased NT scan,nasal bone absent ultrasound,Down syndrome markers ultrasound,ultrasound,5,HIGH,obstetrics_gynaecology/pregnancy_complications/foetal_abnormalities/chromosomal_markers
560,Obstetrics Gynaecology,Pregnancy Complications,Multiple Pregnancy,Twin Pregnancy,twin pregnancy ultrasound,dichorionic twin scan,monochorionic twin ultrasound,twin gestation imaging,ultrasound,5,HIGH,obstetrics_gynaecology/pregnancy_complications/multiple_pregnancy/twin_pregnancy
561,Obstetrics Gynaecology,Pregnancy Complications,Multiple Pregnancy,Twin To Twin Transfusion,twin-twin transfusion syndrome,TTTS ultrasound,polyhydramnios twin,discordant twin growth,ultrasound,4,HIGH,obstetrics_gynaecology/pregnancy_complications/multiple_pregnancy/twin_to_twin_transfusion
562,Obstetrics Gynaecology,Pregnancy Complications,Amniotic Fluid Abnormalities,Polyhydramnios,polyhydramnios ultrasound,excess amniotic fluid,increased AFI scan,polyhydramnios pregnancy,ultrasound,4,HIGH,obstetrics_gynaecology/pregnancy_complications/amniotic_fluid_abnormalities/polyhydramnios
563,Obstetrics Gynaecology,Pregnancy Complications,Amniotic Fluid Abnormalities,Oligohydramnios,oligohydramnios ultrasound,reduced amniotic fluid,decreased AFI scan,oligohydramnios imaging,ultrasound,4,HIGH,obstetrics_gynaecology/pregnancy_complications/amniotic_fluid_abnormalities/oligohydramnios
564,Obstetrics Gynaecology,Pregnancy Complications,Maternal Conditions,Gestational Diabetes,macrosomia ultrasound,large for gestational age foetus,diabetic pregnancy scan,foetal macrosomia imaging,ultrasound,4,HIGH,obstetrics_gynaecology/pregnancy_complications/maternal_conditions/gestational_diabetes
565,Obstetrics Gynaecology,Pregnancy Complications,Maternal Conditions,Preeclampsia,IUGR ultrasound,foetal growth restriction,preeclampsia foetal scan,umbilical artery Doppler abnormal,"ultrasound, Doppler",5,HIGH,obstetrics_gynaecology/pregnancy_complications/maternal_conditions/preeclampsia
566,Obstetrics Gynaecology,Pregnancy Complications,Foetal Growth Disorders,Macrosomia,foetal macrosomia ultrasound,large baby scan,macrosomia imaging,estimated foetal weight large,ultrasound,4,HIGH,obstetrics_gynaecology/pregnancy_complications/foetal_growth_disorders/macrosomia
567,Obstetrics Gynaecology,Pregnancy Complications,Foetal Growth Disorders,Iugr,IUGR ultrasound,intrauterine growth restriction,small for gestational age ultrasound,SGA foetus scan,"ultrasound, Doppler",5,HIGH,obstetrics_gynaecology/pregnancy_complications/foetal_growth_disorders/iugr
568,Obstetrics Gynaecology,Pregnancy Complications,Foetal Growth Disorders,Asymmetric Growth,asymmetric IUGR ultrasound,head-sparing growth restriction,asymmetric foetal growth,abdominal circumference small foetus,ultrasound,4,HIGH,obstetrics_gynaecology/pregnancy_complications/foetal_growth_disorders/asymmetric_growth
569,Obstetrics Gynaecology,Pregnancy Complications,Cervical Abnormalities,Cervical Insufficiency,cervical insufficiency ultrasound,short cervix pregnancy,cervical length measurement,incompetent cervix scan,ultrasound,4,HIGH,obstetrics_gynaecology/pregnancy_complications/cervical_abnormalities/cervical_insufficiency
570,Obstetrics Gynaecology,Pregnancy Complications,Cervical Abnormalities,Cervical Cerclage,cervical cerclage ultrasound,cerclage in situ scan,cervical stitch imaging,cerclage position ultrasound,ultrasound,3,HIGH,obstetrics_gynaecology/pregnancy_complications/cervical_abnormalities/cervical_cerclage
571,Obstetrics Gynaecology,Pregnancy Complications,Labour Complications,Breech Presentation,breech presentation ultrasound,breech baby scan,foetal lie ultrasound,breech position imaging,ultrasound,5,HIGH,obstetrics_gynaecology/pregnancy_complications/labour_complications/breech_presentation
572,Obstetrics Gynaecology,Pregnancy Complications,Labour Complications,Transverse Lie,transverse lie ultrasound,oblique lie foetus,abnormal foetal position,shoulder presentation scan,ultrasound,4,HIGH,obstetrics_gynaecology/pregnancy_complications/labour_complications/transverse_lie
573,Obstetrics Gynaecology,Pregnancy Complications,Labour Complications,Cord Around Neck,nuchal cord ultrasound,cord around neck scan,foetal neck cord,nuchal cord Doppler,"ultrasound, Doppler",3,HIGH,obstetrics_gynaecology/pregnancy_complications/labour_complications/cord_around_neck
574,Obstetrics Gynaecology,Gynaecological Conditions,Uterine Abnormalities,Fibroids,uterine fibroids ultrasound,leiomyoma uterus,fibroid uterus MRI,uterine myoma imaging,"ultrasound, MRI",5,HIGH,obstetrics_gynaecology/gynaecological_conditions/uterine_abnormalities/fibroids
575,Obstetrics Gynaecology,Gynaecological Conditions,Uterine Abnormalities,Endometrial Polyp,endometrial polyp ultrasound,uterine polyp hysteroscopy,endometrial polyp imaging,intrauterine polyp scan,"ultrasound, hysteroscopy",4,HIGH,obstetrics_gynaecology/gynaecological_conditions/uterine_abnormalities/endometrial_polyp
576,Obstetrics Gynaecology,Gynaecological Conditions,Uterine Abnormalities,Endometrial Cancer,endometrial cancer ultrasound,uterine cancer MRI,endometrial carcinoma imaging,thickened endometrium malignancy,"ultrasound, MRI, CT",5,HIGH,obstetrics_gynaecology/gynaecological_conditions/uterine_abnormalities/endometrial_cancer
577,Obstetrics Gynaecology,Gynaecological Conditions,Uterine Abnormalities,Adenomyosis,adenomyosis ultrasound,adenomyosis MRI,junctional zone thickening,adenomyosis imaging,"ultrasound, MRI",4,HIGH,obstetrics_gynaecology/gynaecological_conditions/uterine_abnormalities/adenomyosis
578,Obstetrics Gynaecology,Gynaecological Conditions,Uterine Abnormalities,Endometrial Hyperplasia,endometrial hyperplasia ultrasound,thickened endometrium,endometrial hyperplasia MRI,endometrial thickening imaging,"ultrasound, MRI",4,HIGH,obstetrics_gynaecology/gynaecological_conditions/uterine_abnormalities/endometrial_hyperplasia
